,Job Title,Educational Qualification,Job Sector,Educational Pathway,HEI with PRC Exam,Some HEI,Job Subsector,PSOC Code,ISCO Code,SOC Code,SOC Title,SOC Codes,SOC Titles,AIOE,Complementarity,AI Risk Classification
885,Municipal Fisherman,Fish Capture NC II,"Agriculture, Forestry, and Fishing",Not Higher Education,No,No,Fishing,6221,6221,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","['45-1011.00', '45-2021.00']","['First-Line Supervisors of Farming, Fishing, and Forestry Workers', 'Animal Breeders']",-0.7370703658809756,0.6911111111111111,Not Affected
886,Fish Finder Operator,Fish Finder Operation Level III,Manufacturing,Not Higher Education,No,No,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",7311,7311,49-9061.00,Camera and Photographic Equipment Repairers,"['49-1011.00', '49-9061.00', '49-9062.00', '49-9064.00', '49-9069.00']","['First-Line Supervisors of Mechanics, Installers, and Repairers', 'Camera and Photographic Equipment Repairers', 'Medical Equipment Repairers', 'Watch and Clock Repairers', 'Precision Instrument and Equipment Repairers, All Other']",-0.1748634323778201,0.6933333333333334,Not Affected
887,Fish Packaging Worker,Fish Products Packaging NC II,Manufacturing,Not Higher Education,No,No,"Processing and preserving of fish, crustaceans and mollusks",7511,7511,51-3023.00,Slaughterers and Meat Packers,"['51-3021.00', '51-3022.00', '51-3023.00', '51-3091.00']","['Butchers and Meat Cutters', 'Meat, Poultry, and Fish Cutters and Trimmers', 'Slaughterers and Meat Packers', 'Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders']",-1.0786766590136143,0.5611111111111111,Not Affected
888,Plate Welder (FCAW),"Flux-Cored Arc Welding (FCAW) NC I, Flux-Cored Arc Welding (FCAW) NC II, Flux-Cored Arc Welding (FCAW) NC III",Construction,Not Higher Education,No,No,Other specialized construction activities,7212,7212,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","['51-4121.00', '51-4122.00']","['Welders, Cutters, Solderers, and Brazers', 'Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders']",-1.1586581940173537,0.5119444444444444,Not Affected
889,Pastry Baker,Food Production (Bread and Patisserie) NC II,Accommodation and Food Service Activities,Not Higher Education,No,No,Restaurants and mobile food service activities,7512,7512,51-3011.00,Bakers,['51-3011.00'],['Bakers'],-0.48867104164824,0.5247222222222222,Not Affected
890,Blacksmith,Forging NC II,Manufacturing,Not Higher Education,No,No,Manufacture of other fabricated metal products; metal working service activities,7221,7221,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","['51-4022.00', '51-4199.00']","['Forging Machine Setters, Operators, and Tenders, Metal and Plastic', 'Metal Workers and Plastic Workers, All Other']",-0.9110983301950952,0.5841666666666666,Not Affected
891,Forging Machine Operator,Forging NC III,Manufacturing,Not Higher Education,No,No,Manufacture of other fabricated metal products; metal working service activities,7221,7221,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","['51-4022.00', '51-4199.00']","['Forging Machine Setters, Operators, and Tenders, Metal and Plastic', 'Metal Workers and Plastic Workers, All Other']",-0.9110983301950952,0.5841666666666666,Not Affected
892,Foundry Melter,"Foundry Melting/Casting NC II, Foundry Melting/Casting NC III",Manufacturing,Not Higher Education,No,No,Casting of metals,7224,7224,51-4194.00,"Tool Grinders, Filers, and Sharpeners","['51-4194.00', '51-9022.00']","['Tool Grinders, Filers, and Sharpeners', 'Grinding and Polishing Workers, Hand']",-0.987846501312657,0.5361111111111111,Not Affected
893,Foundry Molder,"Foundry Molding NC II, Foundry Molding NC III",Manufacturing,Not Higher Education,No,No,Casting of metals,7211,7211,51-4071.00,Foundry Mold and Coremakers,"['51-4071.00', '51-4072.00']","['Foundry Mold and Coremakers', 'Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic']",-1.779605192498302,0.5688888888888889,Not Affected
894,Foundry Patternmaker,"Foundry Pattern Making NC II, Foundry Pattern Making NC III",Manufacturing,Not Higher Education,No,No,Casting of metals,7222,7222,51-4062.00,"Patternmakers, Metal and Plastic","['49-9094.00', '51-9162.00', '51-4061.00', '51-4062.00', '51-4111.00', '51-4192.00']","['Locksmiths and Safe Repairers', 'Computer Numerically Controlled Tool Programmers', 'Model Makers, Metal and Plastic', 'Patternmakers, Metal and Plastic', 'Tool and Die Makers', 'Layout Workers, Metal and Plastic']",-1.0121652353517938,0.6180555555555555,Not Affected
895,Front Office Agent,Front Office Services NC II,Accommodation and Food Service Activities,Not Higher Education,No,No,Other accommodation,4226,4226,43-4171.00,Receptionists and Information Clerks,['43-4171.00'],['Receptionists and Information Clerks'],0.9380611170416764,0.4713888888888888,Automated
896,Furniture Maker Finisher,Furniture Making (Finishing) NC II,Manufacturing,Not Higher Education,No,No,Manufacture of furniture,8219,8219,51-2099.00,"Assemblers and Fabricators, All Other","['51-2092.00', '51-2099.00']","['Team Assemblers', 'Assemblers and Fabricators, All Other']",-0.9561324957748432,0.5419444444444445,Not Affected
897,Game Programmer,Game Programming NC III,Information and Communication,Not Higher Education,No,No,"Computer programming, consultancy and related activities",2166,2166,27-1024.00,Graphic Designers,"['27-1014.00', '27-1024.00']","['Special Effects Artists and Animators', 'Graphic Designers']",0.6104659406880933,0.6152777777777777,Automated
898,Plate Welder (GMAW),"Gas Metal Arc Welding (GMAW) NC I, Gas Metal Arc Welding (GMAW) NC II, Gas Metal Arc Welding (GMAW) NC III",Construction,Not Higher Education,No,No,Other specialized construction activities,7212,7212,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","['51-4121.00', '51-4122.00']","['Welders, Cutters, Solderers, and Brazers', 'Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders']",-1.1586581940173537,0.5119444444444444,Not Affected
899,GTAW/TIG Welder,"Gas Tungsten Arc Welding (GTAW) NC II, Gas Tungsten Arc Welding (GTAW) NC IV",Construction,Not Higher Education,No,No,Other specialized construction activities,7212,7212,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","['51-4121.00', '51-4122.00']","['Welders, Cutters, Solderers, and Brazers', 'Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders']",-1.1586581940173537,0.5119444444444444,Not Affected
900,TIG Plate Welder (Carbon Steel),Gas Tungsten Arc Welding (GTAW) NC IV,Construction,Not Higher Education,No,No,Other specialized construction activities,7212,7212,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","['51-4121.00', '51-4122.00']","['Welders, Cutters, Solderers, and Brazers', 'Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders']",-1.1586581940173537,0.5119444444444444,Not Affected
901,Gas Welder (Oxy-Acetylene),Gas Welding NC II,Construction,Not Higher Education,No,No,Other specialized construction activities,7212,7212,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","['51-4121.00', '51-4122.00']","['Welders, Cutters, Solderers, and Brazers', 'Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders']",-1.1586581940173537,0.5119444444444444,Not Affected
902,Hairdresser,Hairdressing NC II,Other Service Activities,Not Higher Education,No,No,"Personal services for wellness, except sports activities",5141,5141,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists","['53-1044.00', '39-5011.00', '39-5012.00']","['First-Line Supervisors of Passenger Attendants', 'Barbers', 'Hairdressers, Hairstylists, and Cosmetologists']",-0.8353989442745323,0.5811111111111111,Not Affected
903,Meat Processor,Halal Food Processing (Halal Meat Processing) Level II,Manufacturing,Not Higher Education,No,No,Processing and preserving of meat,7511,7511,51-3021.00,Butchers and Meat Cutters,"['51-3021.00', '51-3022.00', '51-3023.00', '51-3091.00']","['Butchers and Meat Cutters', 'Meat, Poultry, and Fish Cutters and Trimmers', 'Slaughterers and Meat Packers', 'Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders']",-1.0786766590136143,0.5611111111111111,Not Affected
904,Halal Slaughterer,Halal Food Processing (Halal Slaughtering Operations - Large Ruminants) Level II,Manufacturing,Not Higher Education,No,No,Processing and preserving of meat,7511,7511,51-3023.00,Slaughterers and Meat Packers,"['51-3021.00', '51-3022.00', '51-3023.00', '51-3091.00']","['Butchers and Meat Cutters', 'Meat, Poultry, and Fish Cutters and Trimmers', 'Slaughterers and Meat Packers', 'Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders']",-1.0786766590136143,0.5611111111111111,Not Affected
905,Slitter,Halal Food Processing (Slitting - Large Ruminants) Level II,Manufacturing,Not Higher Education,No,No,Manufacture of other fabricated metal products; metal working service activities,7315,7315,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers","['51-9022.00', '51-9031.00', '51-9195.00', '51-9195.03', '51-9195.04', '51-9195.05']","['Grinding and Polishing Workers, Hand', 'Cutters and Trimmers, Hand', 'Molders, Shapers, and Casters, Except Metal and Plastic', 'Stone Cutters and Carvers, Manufacturing', 'Glass Blowers, Molders, Benders, and Finishers', 'Potters, Manufacturing']",-1.1585726962346108,0.4891666666666667,Not Affected
906,Halal Seaweed Processing Worker,Halal Seaweeds Processing (Noodles and Chips) Level II,Manufacturing,Not Higher Education,No,No,"Processing and preserving of fish, crustaceans and mollusks",6222,6221,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","['45-1011.00', '45-2021.00']","['First-Line Supervisors of Farming, Fishing, and Forestry Workers', 'Animal Breeders']",-0.7370703658809756,0.6911111111111111,Not Affected
907,Embroiderer,"Hand Embroidery NC II, Embroidery Level II",Manufacturing,Not Higher Education,No,No,Manufacture of knitted and crocheted apparel,7533,7533,51-6041.00,Shoe and Leather Workers and Repairers,"['49-9099.00', '49-9099.01', '51-6041.00', '51-6051.00']","['Installation, Maintenance, and Repair Workers, All Other', 'Geothermal Technicians', 'Shoe and Leather Workers and Repairers', 'Sewers, Hand']",-0.7397028063561822,0.6497222222222222,Not Affected
908,Backstrap Warper,Handloom Weaving (Backstrap) NC II,Manufacturing,Not Higher Education,No,No,"Spinning, weaving and finishing of textiles",8152,8152,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",['51-6063.00'],"['Textile Knitting and Weaving Machine Setters, Operators, and Tenders']",-1.2708785269881024,0.5066666666666667,Not Affected
909,Handloom Weaver,Handloom Weaving (Upright) NC II,Manufacturing,Not Higher Education,No,No,"Spinning, weaving and finishing of textiles",7318,7318,51-6041.00,Shoe and Leather Workers and Repairers,['51-6041.00'],['Shoe and Leather Workers and Repairers'],-0.9817178812461512,0.4858333333333333,Not Affected
910,HDD FOL Operator,Hard Disk Drive (HDD) Front-of-line (FOL) Operations NC II,Manufacturing,Not Higher Education,No,No,Manufacture of electronic components,8212,8212,51-2061.00,Timing Device Assemblers and Adjusters,"['51-2021.00', '51-2022.00', '51-2023.00', '51-2061.00', '51-9194.00']","['Coil Winders, Tapers, and Finishers', 'Electrical and Electronic Equipment Assemblers', 'Electromechanical Equipment Assemblers', 'Timing Device Assemblers and Adjusters', 'Etchers and Engravers']",-0.9355984264241232,0.5452777777777779,Not Affected
911,Nursing Attendant,Health Care Services NC II,Human Health and Social Work Activities,Not Higher Education,No,No,"Other social work activities without accommodation, n.e.c.",5321,5321,31-1131.00,Nursing Assistants,"['31-1133.00', '31-1131.00']","['Psychiatric Aides', 'Nursing Assistants']",-0.634117021724013,0.63,Not Affected
912,Heat Treater,Heat Treatment NC II,Manufacturing,Not Higher Education,No,No,Manufacture of basic iron and steel,3133,3133,51-8091.00,Chemical Plant and System Operators,['51-8091.00'],['Chemical Plant and System Operators'],-0.4865192257305966,0.6322222222222222,Not Affected
913,Backhoe Loader Operator,Heavy Equipment Operation (Backhoe Loader) NC II,Construction,Not Higher Education,No,No,Demolition and site preparation,8342,8342,47-2072.00,Pile Driver Operators,"['47-2071.00', '47-2072.00', '47-2073.00', '53-7031.00', '53-7199.00']","['Paving, Surfacing, and Tamping Equipment Operators', 'Pile Driver Operators', 'Operating Engineers and Other Construction Equipment Operators', 'Dredge Operators', 'Material Moving Workers, All Other']",-1.40748106113288,0.6097222222222223,Not Affected
914,Bulldozer Operator,Heavy Equipment Operation (Bulldozer) NC II,Construction,Not Higher Education,No,No,Demolition and site preparation,8342,8342,47-2072.00,Pile Driver Operators,"['47-2071.00', '47-2072.00', '47-2073.00', '53-7031.00', '53-7199.00']","['Paving, Surfacing, and Tamping Equipment Operators', 'Pile Driver Operators', 'Operating Engineers and Other Construction Equipment Operators', 'Dredge Operators', 'Material Moving Workers, All Other']",-1.40748106113288,0.6097222222222223,Not Affected
915,Concrete Pump Operator,Heavy Equipment Operation (Concrete Pump) NC II,Construction,Not Higher Education,No,No,Other specialized construction activities,8342,8342,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators","['47-2071.00', '47-2072.00', '47-2073.00', '53-7031.00', '53-7199.00']","['Paving, Surfacing, and Tamping Equipment Operators', 'Pile Driver Operators', 'Operating Engineers and Other Construction Equipment Operators', 'Dredge Operators', 'Material Moving Workers, All Other']",-1.40748106113288,0.6097222222222223,Not Affected
