,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC
1082,Tourist Information Officer (LGU),Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Not Higher Education,No,No,4221.0,4221,43-4181
1083,Tower Crane Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8343.0,8343,53-7041
1084,Tower Light Tenders,Construction,Other specialized construction activities,Higher Education,No,No,8212.0,8212,51-9194
1085,Trade & Diplomatic Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,3324.0,3324,43-5011 
1086,Traditional Animator,"Arts, entertainment and recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,2166.0,2166,27-1024
1087,Training Quality Specialist,Information and Communication,Other information service activities,Higher Education,No,No,2424.0,2424,13-1151 
1088,Transit Mixer Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8332.0,8332,53-3032
1089,Translation Associate,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,Yes,2643.0,2643,27-3091
1090,Translator,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,2643.0,2643,27-3091
1091,Transmission Lineman,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,7413.0,7413,49-9051
1092,Travel Agency Coordinator,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,Yes,3339.0,3339,41-9099 
1093,Travel Content Creator,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,4221.0,4221,43-4181
1094,Travel Services Clerk,Accommodation and Food Service Activities,"Travel agency, tour operator and other reservation service and related activities",Not Higher Education,No,No,4221.0,4221,43-4181
1095,Treasury Staff (Construction),Construction,Construction of buildings,Higher Education,No,No,4311.0,4311,43-3031
1096,Truck Mounted Crane Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8343.0,8343,53-7041
1097,TVET Instructor,Education,Other Education,Higher Education,Yes,No,3422.0,3422 p,25-1194
1098,U.S. Country Desk Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2631.0,2631,19-3011
1099,UI/UX Designer,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,3432.0,3432,27-1027
1100,UI/UX Game Artist,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,No,2166.0,2166,27-1024
1101,Underwater Diving Instructor,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,3423.0,3423,39-9031
1102,Urban Forestry Aide,"Agriculture, Forestry, and Fishing",Silviculture and other forestry activities,Higher Education,Yes,No,2132.0,2132,25-9021
1103,Urban Planning Assistant,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,No,Yes,2164.0,2164,19-3051
1104,Utility Personnel (Tourism),Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,9629.0,9629,53-6021
1105,Values Education Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,2341.0,2341,25-2022
1106,Vector Control Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3257.0,3257,53-6051
1107,Vehicle Mechanic,Manufacturing                                                ,Manufacture of motor vehicles,Higher Education,No,No,7231.0,7231,49-3093
1108,Veterinary Lab Technician,"Agriculture, Forestry, and Fishing",Animal production,Higher Education,No,Yes,3240.0,3240,31-9096
1109,Video Editing Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,3521.0,3521,27-4099 
1110,Video Post-Production Editor,Information and Communication,"Motion picture, video and television programme activities",Not Higher Education,No,No,2654.0,2654,27-4032 
1111,Video Production Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,3521.0,3521,27-4099 
1112,Virtual Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Not Higher Education,No,No,3343.0,3343,43-6011
1113,Visual Designer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,3432.0,3432,27-1027
1114,Visual Effects Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,2166.0,2166,27-1024
1115,Visual Graphic Artist,"Arts, entertainment and recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,2651.0,2651,27-1013
1116,Visual Storyteller,Information and Communication,Other information service activities,Higher Education,No,No,2655.0,2655,27-2011
1117,Vocal Performer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042
1118,Voice and Speech Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2266.0,2266,29-1181
1119,Voice Talent,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2354.0,2354,25-3021
1120,Voice-over Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042
1121,Wafer Fabrication Technician,Manufacturing                                                ,Manufacture of electronic components,Higher Education,No,Yes,7422.0,7422,49-9052
1122,Ward Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3256.0,3256,31-9092
1123,Ward Attendant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3256.0,3256,31-9092
1124,Warehouse Aide (Healthcare),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,9333.0,9333,53-7121
1125,Warehouse Forklift Operator,Transportation and Storage,Other land transport,Not Higher Education,No,No,8344.0,8344,53-7051 
1126,Warehouse Personnel,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,4321.0,4321,43-5111
1127,Warehouseman (Healthcare),Human Health and Social Work Activities,Hospital activities,Not Higher Education,No,No,4321.0,4321,43-5111
1128,Waste Handler (Manufacturing),Manufacturing                                                ,Manufacture of other food products,Not Higher Education,No,No,9611.0,9611,53-7081
1129,Waste Management Officer (Manufacturing),Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,3257.0,3257,53-6051
1130,Waste Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3257.0,3257,53-6051
1132,Water Quality Analyst,"Water Supply; Sewerage, Waste Management and Remediation     ","Water collection, treatment and supply",Higher Education,No,No,2133.0,2133,19-2041 
1134,Water Well Installer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,8113.0,8113,53-7073
1135,Waterside Worker,Transportation and Storage,Sea and coastal water transport,Not Higher Education,No,No,9333.0,9333,53-7121
1136,Web Application Developer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2513.0,2513,15-1134 
1137,Web Designer,Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2166.0,2166,27-1024
1138,Web Developer (Python),Information and Communication,"Computer programming, consultancy and related activities",Not Higher Education,No,No,2513.0,2513,15-1134 
1139,Web Developer Intern,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2513.0,2513,15-1134 
1140,Wellness Coach,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3422.0,3422 p,39-9031
1141,Wellness Program Aide,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,3253.0,3253,21-1094 
1142,Wheelchair Technician,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,7234.0,7234,49-3091 
1143,Wheel-Loader Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8342.0,8342,53-7032
1144,Wildlife Field Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3240.0,3240,31-9096
1145,Wind Turbine Technician,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,3113.0,3113,17-3024
1146,Window Cleaner,Accommodation and Food Service Activities,Other accommodation,Higher Education,No,No,9129.0,9129,47-4071
1147,Wood Carver,Manufacturing                                                ,Manufacture of furniture,Not Higher Education,No,No,7317.0,7317,51-7099
1148,Workforce Management Analyst,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,2424.0,2424,13-1151 
1149,Workforce Wellness Coordinator,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,2269.0,2269,29-9092 
1150,Worship Musician,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042
