IDENTIFIER,REGION,SECTOR,SUBSECTOR,JOB REQUIREMENT,PROGRAM,TYPE,TASK + UC
REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|PIPE WELDER (SAW)|SUBMERGED ARC WELDING (SAW) NC II|With TR|WELD PIPES USING SAW,REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,PIPE WELDER (SAW),SUBMERGED ARC WELDING (SAW) NC II,With TR,WELD PIPES USING SAW
"REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|PIPEFITTER|PIPEFITTING (METALLIC) NC II|With TR|PREPARE PIPEFITTING MATERIALS, TOOLS AND EQUIPMENT FOR SPOOL PIPE CONNECTION
INSTALL ABOVE GROUND PIPING SYSTEM
INSTALL OVERHEAD PIPING SYSTEM
INSTALL UNDERGROUND PIPING SYSTEM
PREPARE PIPEFITTING MATERIALS, TOOLS AND EQUIPMENT FOR SPOOL PIPE CONNECTION
INSTALL ABOVE GROUND PIPING SYSTEM
INSTALL OVERHEAD PIPING SYSTEM",REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,PIPEFITTER,PIPEFITTING (METALLIC) NC II,With TR,"PREPARE PIPEFITTING MATERIALS, TOOLS AND EQUIPMENT FOR SPOOL PIPE CONNECTION
INSTALL ABOVE GROUND PIPING SYSTEM
INSTALL OVERHEAD PIPING SYSTEM
INSTALL UNDERGROUND PIPING SYSTEM
PREPARE PIPEFITTING MATERIALS, TOOLS AND EQUIPMENT FOR SPOOL PIPE CONNECTION
INSTALL ABOVE GROUND PIPING SYSTEM
INSTALL OVERHEAD PIPING SYSTEM"
REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE & PIPE WELDER (FCAW)|FLUX-CORED ARC WELDING (FCAW) NC II|With TR|WELD CARBON STEEL PIPES USING FCAW,REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE & PIPE WELDER (FCAW),FLUX-CORED ARC WELDING (FCAW) NC II,With TR,WELD CARBON STEEL PIPES USING FCAW
REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE & PIPE WELDER (GMAW)|GAS METAL ARC WELDING (GMAW) NC II|With TR|WELD CARBON STEEL PIPES USING GMAW,REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE & PIPE WELDER (GMAW),GAS METAL ARC WELDING (GMAW) NC II,With TR,WELD CARBON STEEL PIPES USING GMAW
REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE WELDER (FCAW)|FLUX-CORED ARC WELDING (FCAW) NC I|With TR|WELD CARBON STEEL PLATES USING FCAW,REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE WELDER (FCAW),FLUX-CORED ARC WELDING (FCAW) NC I,With TR,WELD CARBON STEEL PLATES USING FCAW
REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE WELDER (GMAW)|GAS METAL ARC WELDING (GMAW) NC I|With TR|WELD CARBON STEEL PLATES USING GMAW,REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE WELDER (GMAW),GAS METAL ARC WELDING (GMAW) NC I,With TR,WELD CARBON STEEL PLATES USING GMAW
REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|PLATE WELDER (SAW)|SUBMERGED ARC WELDING (SAW) NC I|With TR|WELD PLATES USING SAW,REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,PLATE WELDER (SAW),SUBMERGED ARC WELDING (SAW) NC I,With TR,WELD PLATES USING SAW
"REGION_VII|METALS AND ENGINEERING|MACHINING AND METALWORKING|CNC LATHE MACHINE OPERATOR (BASIC)|CNC LATHE MACHINE OPERATION NC II|With TR|SET UP AND OPERATE CNC LATHE MACHINES;
INTERPRET TECHNICAL DRAWINGS AND BLUEPRINTS;
SELECT AND INSTALL TOOLS, INSERTS, AND FIXTURES;
MONITOR MACHINING OPERATIONS AND MAKE ADJUSTMENTS
INSPECT FINISHED PARTS FOR QUALITY AND ACCURACY;
MAINTAIN AND TROUBLESHOOT CNC MACHINES;
WORK WITH VARIOUS MATERIALS LIKE METAL OR PLASTIC;
DOCUMENT PRODUCTION DATA",REGION_VII,METALS AND ENGINEERING,MACHINING AND METALWORKING,CNC LATHE MACHINE OPERATOR (BASIC),CNC LATHE MACHINE OPERATION NC II,With TR,"SET UP AND OPERATE CNC LATHE MACHINES;
INTERPRET TECHNICAL DRAWINGS AND BLUEPRINTS;
SELECT AND INSTALL TOOLS, INSERTS, AND FIXTURES;
MONITOR MACHINING OPERATIONS AND MAKE ADJUSTMENTS
INSPECT FINISHED PARTS FOR QUALITY AND ACCURACY;
MAINTAIN AND TROUBLESHOOT CNC MACHINES;
WORK WITH VARIOUS MATERIALS LIKE METAL OR PLASTIC;
DOCUMENT PRODUCTION DATA"
"REGION_VII|METALS AND ENGINEERING|MACHINING AND METALWORKING|CNC MILLING MACHINE OPERATOR (BASIC)|CNC MILLING MACHINE OPERATION NC II|With TR|INTERPRET BLUEPRINTS AND SPECIFICATIONS;
SET UP MILLING MACHINE TOOLS AND WORKPIECE;
INPUT OR MODIFY BASIC CNC PROGRAMS;
OPERATE MILLING MACHINE DURING BASIC CUTTING TASKS;
INSPECT CUTTING TOOLS AND REPLACE IF NEEDED;
MEASURE MACHINED PARTS USING BASIC TOOLS;
FIX SIMPLE ISSUES DURING MACHINING;
CLEAN AND PERFORM BASIC MAINTENANCE ON THE MILLING MACHINE",REGION_VII,METALS AND ENGINEERING,MACHINING AND METALWORKING,CNC MILLING MACHINE OPERATOR (BASIC),CNC MILLING MACHINE OPERATION NC II,With TR,"INTERPRET BLUEPRINTS AND SPECIFICATIONS;
SET UP MILLING MACHINE TOOLS AND WORKPIECE;
INPUT OR MODIFY BASIC CNC PROGRAMS;
OPERATE MILLING MACHINE DURING BASIC CUTTING TASKS;
INSPECT CUTTING TOOLS AND REPLACE IF NEEDED;
MEASURE MACHINED PARTS USING BASIC TOOLS;
FIX SIMPLE ISSUES DURING MACHINING;
CLEAN AND PERFORM BASIC MAINTENANCE ON THE MILLING MACHINE"
"REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|MECHANICAL INSPECTOR METAL ENGINEERING DESIGN TECHNOLOGIST MATERIALS TESTING TECHNOLOGIST. MECHANICAL COORDINATOR, FOREMAN, OR SUPERINTENDENT ESTIMATOR TECHNICAL REPRESENTATIVE FIELD TECHNICAL ASSISTANT DRAFTSMAN/CAD OPERATOR|DIPLOMA PROGRAM IN MECHANICAL ENGINEERING TECHNOLOGY|Diploma Programs|TASK 1: ENSURES WELDS MEET QUALITY STANDARDS AND SAFETY REGULATIONS BY EXAMINING CONNECTIONS, VERIFYING PROCEDURES, AND USING TOOLS LIKE VISUAL INSPECTION AND NON-DESTRUCTIVE TESTING. 
TASK 2: USE COMPUTER AIDED DESIGN (CAD) SOFTWARE TO DRAFT PROJECT DRAWINGS. 
TASK 3: DETERMINE THE OVERALL COST OF A CONSTRUCTION PROJECT BY ANALYZING PLANS, SPECIFICATIONS, AND MATERIALS, ESTIMATING LABOR AND EQUIPMENT COSTS, AND PREPARING BIDS AND PROPOSALS. 
TASK 4: SUPPORTS PROJECTS IN THE FIELD BY PERFORMING TECHNICAL DUTIES, MANAGING PROJECT OFFICES, SUPPORTING COMMUNITY ACTIVITIES, AND ASSISTING WITH PROJECT MANAGEMENT AND KNOWLEDGE MANAGEMENT TASKS.",REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,"MECHANICAL INSPECTOR METAL ENGINEERING DESIGN TECHNOLOGIST MATERIALS TESTING TECHNOLOGIST. MECHANICAL COORDINATOR, FOREMAN, OR SUPERINTENDENT ESTIMATOR TECHNICAL REPRESENTATIVE FIELD TECHNICAL ASSISTANT DRAFTSMAN/CAD OPERATOR",DIPLOMA PROGRAM IN MECHANICAL ENGINEERING TECHNOLOGY,Diploma Programs,"TASK 1: ENSURES WELDS MEET QUALITY STANDARDS AND SAFETY REGULATIONS BY EXAMINING CONNECTIONS, VERIFYING PROCEDURES, AND USING TOOLS LIKE VISUAL INSPECTION AND NON-DESTRUCTIVE TESTING. 
TASK 2: USE COMPUTER AIDED DESIGN (CAD) SOFTWARE TO DRAFT PROJECT DRAWINGS. 
TASK 3: DETERMINE THE OVERALL COST OF A CONSTRUCTION PROJECT BY ANALYZING PLANS, SPECIFICATIONS, AND MATERIALS, ESTIMATING LABOR AND EQUIPMENT COSTS, AND PREPARING BIDS AND PROPOSALS. 
TASK 4: SUPPORTS PROJECTS IN THE FIELD BY PERFORMING TECHNICAL DUTIES, MANAGING PROJECT OFFICES, SUPPORTING COMMUNITY ACTIVITIES, AND ASSISTING WITH PROJECT MANAGEMENT AND KNOWLEDGE MANAGEMENT TASKS."
"REGION_VII|METALS AND ENGINEERING|METALS AND ENGINEERING|MACHINES OPERATOR, WELDER/FABRICATOR, MECHANICAL TECHNICIAN, CAD/CAM OPERATOR, CNC LATHE PROGRAMMER, CNC MILLING PROGRAMMER, ASSISTANT SUPERVISOR, ASSISTANT TRAINER, ENTREPRENEUR|DIPLOMA PROGRAM IN MECHANICAL TECHNOLOGY|Diploma Programs|MACHINE OPERATOR
OPERATE AND MONITOR PRODUCTION MACHINES
PERFORM ROUTINE MAINTENANCE AND TROUBLESHOOTING
INSPECT FINISHED PRODUCTS FOR QUALITY CONTROL
WELDER/FABRICATOR
READ AND INTERPRET BLUEPRINTS AND WELDING SPECIFICATIONS
PERFORM WELDING, CUTTING, AND METAL FABRICATION
INSPECT AND ENSURE WELD QUALITY MEETS INDUSTRY STANDARDS
MECHANICAL TECHNICIAN
INSTALL, MAINTAIN, AND REPAIR MECHANICAL SYSTEMS AND MACHINERY
PERFORM DIAGNOSTICS AND PREVENTIVE MAINTENANCE
READ AND INTERPRET TECHNICAL DRAWINGS AND MANUALS
CAD/CAM OPERATOR
CREATE AND MODIFY 2D/3D TECHNICAL DRAWINGS USING CAD SOFTWARE
GENERATE CAM PROGRAMS FOR CNC MACHINING OPERATIONS
ENSURE DESIGNS MEET MANUFACTURING AND INDUSTRY STANDARDS
CNC LATHE PROGRAMMER
WRITE AND EDIT CNC PROGRAMS FOR LATHE OPERATIONS
SET UP AND OPERATE CNC LATHE MACHINES
INSPECT FINISHED COMPONENTS FOR ACCURACY AND QUALITY
CNC MILLING PROGRAMMER
DEVELOP CNC PROGRAMS FOR MILLING OPERATIONS
SET UP AND CALIBRATE CNC MILLING MACHINES
ENSURE PRECISION AND QUALITY IN MACHINED PARTS
ASSISTANT SUPERVISOR
ASSIST IN TEAM COORDINATION AND WORKFLOW MANAGEMENT
MONITOR PRODUCTION EFFICIENCY AND QUALITY STANDARDS
SUPPORT EMPLOYEE TRAINING AND COMPLIANCE WITH SAFETY REGULATIONS
ASSISTANT TRAINER
SUPPORT TRAINERS IN DELIVERING TECHNICAL LESSONS
CONDUCT HANDS-ON DEMONSTRATIONS AND TRAINEE ASSESSMENTS
MAINTAIN TRAINING EQUIPMENT AND MATERIALS
ENTREPRENEUR
DEVELOP BUSINESS PLANS AND MANAGE DAILY OPERATIONS
HANDLE FINANCES, SALES, AND CUSTOMER RELATIONS
INNOVATE PRODUCTS/SERVICES TO STAY COMPETITIVE",REGION_VII,METALS AND ENGINEERING,METALS AND ENGINEERING,"MACHINES OPERATOR, WELDER/FABRICATOR, MECHANICAL TECHNICIAN, CAD/CAM OPERATOR, CNC LATHE PROGRAMMER, CNC MILLING PROGRAMMER, ASSISTANT SUPERVISOR, ASSISTANT TRAINER, ENTREPRENEUR",DIPLOMA PROGRAM IN MECHANICAL TECHNOLOGY,Diploma Programs,"MACHINE OPERATOR
OPERATE AND MONITOR PRODUCTION MACHINES
PERFORM ROUTINE MAINTENANCE AND TROUBLESHOOTING
INSPECT FINISHED PRODUCTS FOR QUALITY CONTROL
WELDER/FABRICATOR
READ AND INTERPRET BLUEPRINTS AND WELDING SPECIFICATIONS
PERFORM WELDING, CUTTING, AND METAL FABRICATION
INSPECT AND ENSURE WELD QUALITY MEETS INDUSTRY STANDARDS
MECHANICAL TECHNICIAN
INSTALL, MAINTAIN, AND REPAIR MECHANICAL SYSTEMS AND MACHINERY
PERFORM DIAGNOSTICS AND PREVENTIVE MAINTENANCE
READ AND INTERPRET TECHNICAL DRAWINGS AND MANUALS
CAD/CAM OPERATOR
CREATE AND MODIFY 2D/3D TECHNICAL DRAWINGS USING CAD SOFTWARE
GENERATE CAM PROGRAMS FOR CNC MACHINING OPERATIONS
ENSURE DESIGNS MEET MANUFACTURING AND INDUSTRY STANDARDS
CNC LATHE PROGRAMMER
WRITE AND EDIT CNC PROGRAMS FOR LATHE OPERATIONS
SET UP AND OPERATE CNC LATHE MACHINES
INSPECT FINISHED COMPONENTS FOR ACCURACY AND QUALITY
CNC MILLING PROGRAMMER
DEVELOP CNC PROGRAMS FOR MILLING OPERATIONS
SET UP AND CALIBRATE CNC MILLING MACHINES
ENSURE PRECISION AND QUALITY IN MACHINED PARTS
ASSISTANT SUPERVISOR
ASSIST IN TEAM COORDINATION AND WORKFLOW MANAGEMENT
MONITOR PRODUCTION EFFICIENCY AND QUALITY STANDARDS
SUPPORT EMPLOYEE TRAINING AND COMPLIANCE WITH SAFETY REGULATIONS
ASSISTANT TRAINER
SUPPORT TRAINERS IN DELIVERING TECHNICAL LESSONS
CONDUCT HANDS-ON DEMONSTRATIONS AND TRAINEE ASSESSMENTS
MAINTAIN TRAINING EQUIPMENT AND MATERIALS
ENTREPRENEUR
DEVELOP BUSINESS PLANS AND MANAGE DAILY OPERATIONS
HANDLE FINANCES, SALES, AND CUSTOMER RELATIONS
INNOVATE PRODUCTS/SERVICES TO STAY COMPETITIVE"
"REGION_VII|PROCESSED FOOD & BEVERAGES|MEAT PROCESSING|BUTCHER|SLAUGHTERING OPERATIONS (SWINE) NC II|With TR|HUMANELY PREPARE SWINE FOR PROCESSING BY FOLLOWING STANDARD SLAUGHTERING PROCEDURES;
SEPARATE MEAT FROM BONES, REMOVING FAT, AND PREPARING CUTS ACCORDING TO SPECIFICATIONS;
UTILIZE TOOLS AND MACHINERY LIKE KNIVES, SAWS, AND GRINDERS TO BUTCHER MEAT;

PERFORM FINAL PROCEDURES
HANDLE AND SHARPEN KNIVES
PERFORM INITIAL PREPARATION PROCEDURES
PREPARE CARCASSPERFORM FINAL PROCEDURES
HANDLE AND SHARPEN KNIVES
PERFORM INITIAL PREPARATION PROCEDURES
PREPARE CARCASS",REGION_VII,PROCESSED FOOD & BEVERAGES,MEAT PROCESSING,BUTCHER,SLAUGHTERING OPERATIONS (SWINE) NC II,With TR,"HUMANELY PREPARE SWINE FOR PROCESSING BY FOLLOWING STANDARD SLAUGHTERING PROCEDURES;
SEPARATE MEAT FROM BONES, REMOVING FAT, AND PREPARING CUTS ACCORDING TO SPECIFICATIONS;
UTILIZE TOOLS AND MACHINERY LIKE KNIVES, SAWS, AND GRINDERS TO BUTCHER MEAT;

PERFORM FINAL PROCEDURES
HANDLE AND SHARPEN KNIVES
PERFORM INITIAL PREPARATION PROCEDURES
PREPARE CARCASSPERFORM FINAL PROCEDURES
HANDLE AND SHARPEN KNIVES
PERFORM INITIAL PREPARATION PROCEDURES
PREPARE CARCASS"
"REGION_VII|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|ASSISTANT HAIRSTYLIST(COLORIST AND PERMIST)|HAIRDRESSING NC II|With TR|PERFORM BASIC HAIRCUTTING
PERFORM PRE AND POST HAIR CARE ACTIVITIES
PERFORM HAIR AND SCALP TREATMENT
PERFORM BASIC HAIR COLORING
PERFORM BASIC HAIR BLEACHING
PERFORM BASIC HAIR PERMING
PERFORM HAIR STRAIGHTENING",REGION_VII,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,ASSISTANT HAIRSTYLIST(COLORIST AND PERMIST),HAIRDRESSING NC II,With TR,"PERFORM BASIC HAIRCUTTING
PERFORM PRE AND POST HAIR CARE ACTIVITIES
PERFORM HAIR AND SCALP TREATMENT
PERFORM BASIC HAIR COLORING
PERFORM BASIC HAIR BLEACHING
PERFORM BASIC HAIR PERMING
PERFORM HAIR STRAIGHTENING"
"REGION_VII|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|BARBER|BARBERING NC II|With TR|PERFORM HAIR AND SCALP TREATMENT
PERFORM BASIC HAIR COLORING
PERFORM BASIC MEN’S HAIRCUTTING
PERFORM SHAVE AND STYLE BEARD AND MUSTACHE
PERFORM CHAIR MANIPULATIVE RELAXING SERVICES
PERFORM HAIR AND SCALP TREATMENT
PERFORM BASIC HAIR COLORING
PERFORM BASIC MEN’S HAIRCUTTING
PERFORM SHAVE AND STYLE BEARD AND MUSTACHE
PERFORM CHAIR MANIPULATIVE RELAXING SERVICES",REGION_VII,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,BARBER,BARBERING NC II,With TR,"PERFORM HAIR AND SCALP TREATMENT
PERFORM BASIC HAIR COLORING
PERFORM BASIC MEN’S HAIRCUTTING
PERFORM SHAVE AND STYLE BEARD AND MUSTACHE
PERFORM CHAIR MANIPULATIVE RELAXING SERVICES
PERFORM HAIR AND SCALP TREATMENT
PERFORM BASIC HAIR COLORING
PERFORM BASIC MEN’S HAIRCUTTING
PERFORM SHAVE AND STYLE BEARD AND MUSTACHE
PERFORM CHAIR MANIPULATIVE RELAXING SERVICES"
"REGION_VII|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|BEAUTY THERAPY ASSISTANT|BEAUTY CARE (SKIN CARE) SERVICES NC II|With TR|PERFORM BODY SCRUB
PERFORM TEMPORARY HAIR REMOVAL ACTIVITY
PERFORM FACIAL CLEANSING
PERFORM BODY SCRUB
PERFORM TEMPORARY HAIR REMOVAL ACTIVITY
PERFORM FACIAL CLEANSING",REGION_VII,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,BEAUTY THERAPY ASSISTANT,BEAUTY CARE (SKIN CARE) SERVICES NC II,With TR,"PERFORM BODY SCRUB
PERFORM TEMPORARY HAIR REMOVAL ACTIVITY
PERFORM FACIAL CLEANSING
PERFORM BODY SCRUB
PERFORM TEMPORARY HAIR REMOVAL ACTIVITY
PERFORM FACIAL CLEANSING"
"REGION_VII|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|HOUSEHOLD SERVICES|DOMESTIC WORKER|DOMESTIC WORK NC II|With TR|PROVIDE FOOD AND BEVERAGE SERVICE
PREPARE HOT AND COLD MEALS/FOOD
WASH AND IRON CLOTHES, LINEN AND FABRIC
CLEAN LIVING ROOM, DINING ROOM, BEDROOM, BATHROOM AND KITCHEN
PROVIDE FOOD AND BEVERAGE SERVICE
PREPARE HOT AND COLD MEALS/FOOD
WASH AND IRON CLOTHES, LINEN AND FABRIC
CLEAN LIVING ROOM, DINING ROOM, BEDROOM, BATHROOM AND KITCHEN
WATER/IRRIGATE PLANTS
PERFORM WEEDING AND CULTIVATION
TRIM AND PRUNE LANDSCAPE PLANTS
PROVIDE ANIMAL CARE HYGIENE ROUTINES
ASSIST IN THE CARE OF ANIMALS
CONTROL AND PREVENT PLANT PEST AND DISEASES",REGION_VII,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",HOUSEHOLD SERVICES,DOMESTIC WORKER,DOMESTIC WORK NC II,With TR,"PROVIDE FOOD AND BEVERAGE SERVICE
PREPARE HOT AND COLD MEALS/FOOD
WASH AND IRON CLOTHES, LINEN AND FABRIC
CLEAN LIVING ROOM, DINING ROOM, BEDROOM, BATHROOM AND KITCHEN
PROVIDE FOOD AND BEVERAGE SERVICE
PREPARE HOT AND COLD MEALS/FOOD
WASH AND IRON CLOTHES, LINEN AND FABRIC
CLEAN LIVING ROOM, DINING ROOM, BEDROOM, BATHROOM AND KITCHEN
WATER/IRRIGATE PLANTS
PERFORM WEEDING AND CULTIVATION
TRIM AND PRUNE LANDSCAPE PLANTS
PROVIDE ANIMAL CARE HYGIENE ROUTINES
ASSIST IN THE CARE OF ANIMALS
CONTROL AND PREVENT PLANT PEST AND DISEASES"
"REGION_VII|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|MANICURIST/PEDICURIST|BEAUTY CARE (NAIL CARE) SERVICES NC II|With TR|PERFORM HAND AND FOOT SPA
PERFORM MANICURE AND PEDICURE",REGION_VII,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,MANICURIST/PEDICURIST,BEAUTY CARE (NAIL CARE) SERVICES NC II,With TR,"PERFORM HAND AND FOOT SPA
PERFORM MANICURE AND PEDICURE"
"REGION_VII|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|NAIL SPECIALIST|BEAUTY CARE (NAIL ENHANCEMENT TECHNOLOGY) SERVICES NC III|With TR|PERFORM POST SERVICE ACTIVITIES
PERFORM NAIL ENHANCEMENT TECHNOLOGY PROCEDURES
PREPARE APPROPRIATE PRODUCTS, TOOLS AND EQUIPMENT
PERFORM PREPARATORY ACTIVITIES
PERFORM POST SERVICE ACTIVITIES
PERFORM NAIL ENHANCEMENT TECHNOLOGY PROCEDURES
PREPARE APPROPRIATE PRODUCTS, TOOLS AND EQUIPMENT
PERFORM PREPARATORY ACTIVITIES",REGION_VII,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,NAIL SPECIALIST,BEAUTY CARE (NAIL ENHANCEMENT TECHNOLOGY) SERVICES NC III,With TR,"PERFORM POST SERVICE ACTIVITIES
PERFORM NAIL ENHANCEMENT TECHNOLOGY PROCEDURES
PREPARE APPROPRIATE PRODUCTS, TOOLS AND EQUIPMENT
PERFORM PREPARATORY ACTIVITIES
PERFORM POST SERVICE ACTIVITIES
PERFORM NAIL ENHANCEMENT TECHNOLOGY PROCEDURES
PREPARE APPROPRIATE PRODUCTS, TOOLS AND EQUIPMENT
PERFORM PREPARATORY ACTIVITIES"
"REGION_VII|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|PERSONAL SERVICES|SENIOR HAIRSTYLIST|HAIRDRESSING NC III|With TR|PERFORM ADVANCED AND CREATIVE HAIR PERMING
PERFORM ADVANCED AND CREATIVE HAIR COLORING
PERFORM ADVANCED AND CREATIVE HAIRCUTTING
PERFORM ADVANCED AND CREATIVE HAIR PERMING
PERFORM ADVANCED AND CREATIVE HAIR COLORING
PERFORM ADVANCED AND CREATIVE HAIRCUTTING",REGION_VII,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",PERSONAL SERVICES,SENIOR HAIRSTYLIST,HAIRDRESSING NC III,With TR,"PERFORM ADVANCED AND CREATIVE HAIR PERMING
PERFORM ADVANCED AND CREATIVE HAIR COLORING
PERFORM ADVANCED AND CREATIVE HAIRCUTTING
PERFORM ADVANCED AND CREATIVE HAIR PERMING
PERFORM ADVANCED AND CREATIVE HAIR COLORING
PERFORM ADVANCED AND CREATIVE HAIRCUTTING"
"REGION_VII|SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES|FINANCIAL MANAGEMENT|BOKKEEPER|BOOKKEEPING NC III|With TR|RECORD FINANCIAL TRANSACTIONS;
PREPARE FINANCIAL REPORTS;
RECONCILE BANK STATEMENTS;
MAINTAIN ACCURATE LEDGERS;
HANDLE ACCOUNTS PAYABLE AND RECEIVABLE;
MONITOR CASH FLOW;
ASSIST IN BUDGETING AND FORECASTING;
PREPARE TAX DOCUMENTS;
ENSURE COMPLIANCE WITH FINANCIAL REGULATIONS;
ORGANIZE AND MAINTAIN FINANCIAL RECORDS;",REGION_VII,"SOCIAL, COMMUNITY DEVELOPMENT AND OTHER SERVICES",FINANCIAL MANAGEMENT,BOKKEEPER,BOOKKEEPING NC III,With TR,"RECORD FINANCIAL TRANSACTIONS;
PREPARE FINANCIAL REPORTS;
RECONCILE BANK STATEMENTS;
MAINTAIN ACCURATE LEDGERS;
HANDLE ACCOUNTS PAYABLE AND RECEIVABLE;
MONITOR CASH FLOW;
ASSIST IN BUDGETING AND FORECASTING;
PREPARE TAX DOCUMENTS;
ENSURE COMPLIANCE WITH FINANCIAL REGULATIONS;
ORGANIZE AND MAINTAIN FINANCIAL RECORDS;"
"REGION_VII|TOURISM (HOTEL AND RESTAURANT)|ACCOMMODATION|AUTO TECHNICIANS|AUTOMOTIVE SERVICING NC I|With TR|PERFORM ROUTINE MAINTENANCE SERVICES
DIAGNOSE AND REPAIR VEHICLE ISSUES
UTILIZE DIAGNOSTIC TOOLS AND EQUIPMENT
REPLACE WORN OR DEFECTIVE PART",REGION_VII,TOURISM (HOTEL AND RESTAURANT),ACCOMMODATION,AUTO TECHNICIANS,AUTOMOTIVE SERVICING NC I,With TR,"PERFORM ROUTINE MAINTENANCE SERVICES
DIAGNOSE AND REPAIR VEHICLE ISSUES
UTILIZE DIAGNOSTIC TOOLS AND EQUIPMENT
REPLACE WORN OR DEFECTIVE PART"
"REGION_VII|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|BARISTA|BARISTA NC II|With TR|PERSONAL GROOMING, HAIR, HANDS, NAILS 
PREPARE BAR COUNTER
CHECK THE INVENTORY (INGREDIENTS)
CHECK ROOM/ RESORT OCCUPANCY THE FORECAST
ATTEND MORNING & AFTERNOON BRIEFING
PREPARE VARIETY OF COFFEE BLEND






PREPARE ESPRESSO
TEXTURE MILK
PREPARE AND SERVE COFFEE BEVERAGES
PERFORM BASIC MAINTENANCE OF MACHINE AND EQUIPMENT
PERFORM BASIC CASHIERING AND GENERAL CONTROL PROCEDURES",REGION_VII,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARISTA,BARISTA NC II,With TR,"PERSONAL GROOMING, HAIR, HANDS, NAILS 
PREPARE BAR COUNTER
CHECK THE INVENTORY (INGREDIENTS)
CHECK ROOM/ RESORT OCCUPANCY THE FORECAST
ATTEND MORNING & AFTERNOON BRIEFING
PREPARE VARIETY OF COFFEE BLEND






PREPARE ESPRESSO
TEXTURE MILK
PREPARE AND SERVE COFFEE BEVERAGES
PERFORM BASIC MAINTENANCE OF MACHINE AND EQUIPMENT
PERFORM BASIC CASHIERING AND GENERAL CONTROL PROCEDURES"
"REGION_VII|TOURISM (HOTEL AND RESTAURANT)|FOOD AND BEVERAGES|BARTENDING|BARTENDING NC II|With TR|PERSONAL GROOMING, HAIR, HANDS, NAILS 
PREPARE BAR COUNTER
CHECK THE INVENTORY
CHECK ROOM/ RESORT OCCUPANCY THE FORECAST
ATTEND MORNING & AFTERNOON BRIEFING
PREPARE VARIETY OF ALCOHOLIC & NON ALCOHOLIC DRINKS",REGION_VII,TOURISM (HOTEL AND RESTAURANT),FOOD AND BEVERAGES,BARTENDING,BARTENDING NC II,With TR,"PERSONAL GROOMING, HAIR, HANDS, NAILS 
PREPARE BAR COUNTER
CHECK THE INVENTORY
CHECK ROOM/ RESORT OCCUPANCY THE FORECAST
ATTEND MORNING & AFTERNOON BRIEFING
PREPARE VARIETY OF ALCOHOLIC & NON ALCOHOLIC DRINKS"
