,,,,,,,,,,,,
Assessment Center,Class Name,Region,Province,City Name,Address,Center Manager,Phone,e mail,Qualification,Numberof Accredited Assessor,Assessed,Certified
PROVINCIAL TRAINING CENTER - MT. PROVINCE,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,"Sabangan, Mt. Province",Benedicto A. Biato,09093482062,ptcmtprovince@tesda.gov.ph,Organic Agriculture Production NC II,1,20,20
"SALT AND PEPPER AGRICULTURAL LEARNING CENTER, INC.",Farm School,Cordillera Administrative Region (CAR),Mountain Province,Sagada,"Dagdag, Sagada, Mountain Province",Hazel Ann B. Bag-iw,09774091632,saltandpepperalci@gmail.com,Events Management Services NC III,1,25,6
"SALT AND PEPPER AGRICULTURAL LEARNING CENTER, INC.",Farm School,Cordillera Administrative Region (CAR),Mountain Province,Sagada,"Dagdag, Sagada, Mountain Province",Hazel Ann B. Bag-iw,09774091632,saltandpepperalci@gmail.com,Events Management Services NC III,1,27,21
"SALT AND PEPPER AGRICULTURAL LEARNING CENTER, INC.",Farm School,Cordillera Administrative Region (CAR),Mountain Province,Sagada,"Dagdag, Sagada, Mountain Province",Hazel Ann B. Bag-iw,09774091632,saltandpepperalci@gmail.com,Organic Agriculture Production NC II,1,24,24
TADIAN SCHOOL OF ARTS AND TRADES,Higer Education Institution (HEI),Cordillera Administrative Region (CAR),Mountain Province,Tadian,"Poblacion, Tadian, Mt. Province",Erlinda W. Batong,0948-584-4535,tadianac2024@gmail.com,Bread and Pastry Production NC II,1,47,55
TESDA - CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION MOUNTAIN PROVINCE CAMPUS,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,Tambingan Sabangan Mountain Province,Benedicto A. Biato,09637402735,jcdacanay@tesda.gov.ph,Automotive Servicing NC I,1,18,18
TESDA - CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION MOUNTAIN PROVINCE CAMPUS,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,Tambingan Sabangan Mountain Province,Benedicto A. Biato,09637402735,jcdacanay@tesda.gov.ph,Automotive Servicing NC I,1,22,22
TESDA - CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION MOUNTAIN PROVINCE CAMPUS,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,Tambingan Sabangan Mountain Province,Benedicto A. Biato,09637402735,jcdacanay@tesda.gov.ph,Driving NC II,1,23,23
TESDA - CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION MOUNTAIN PROVINCE CAMPUS,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,Tambingan Sabangan Mountain Province,Benedicto A. Biato,09637402735,jcdacanay@tesda.gov.ph,Driving NC II,1,27,21
TESDA - CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION MOUNTAIN PROVINCE CAMPUS,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,Tambingan Sabangan Mountain Province,Benedicto A. Biato,09637402735,jcdacanay@tesda.gov.ph,Driving NC II,1,25,25
TESDA - CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION MOUNTAIN PROVINCE CAMPUS,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,Tambingan Sabangan Mountain Province,Benedicto A. Biato,09637402735,jcdacanay@tesda.gov.ph,Driving NC II,1,27,27
TESDA - CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION MOUNTAIN PROVINCE CAMPUS,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,Tambingan Sabangan Mountain Province,Benedicto A. Biato,09637402735,jcdacanay@tesda.gov.ph,Driving NC II,1,15,11
TESDA - CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION MOUNTAIN PROVINCE CAMPUS,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,Tambingan Sabangan Mountain Province,Benedicto A. Biato,09637402735,jcdacanay@tesda.gov.ph,Trainers Methodology Level I,1,30,23
"AGUSAN DEL NORTE ELECTRIC COOPERATIVE, INC.",Cooperative,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Km.2, J. C. Aquino Avenue, Butuan City",Michelle Geleen Rose B. Raden,(085) 341-7935,anecocentral@yahoo.com,Electric Power Distribution Line Construction NC II,1,28,28
BUTUAN CITY MANPOWER TRAINING CENTER,Local Government Unit (LGU),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Tiniwisan, Butuan City",Engr. Maria Luz C. Bangalisan,09306383901 ,bcmtc_13@yahoo.com.ph,Driving NC II,1,29,25
"BUTUAN DOCTORS' HOSPITAL AND COLLEGE, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"J. C. Aquino Avenue, Butuan City","Maria Katrina M. Estacio, M.d.",(085) 342-9498,reg_butuandoc@yahoo.com.ph,Barista NC II,1,10,10
"BUTUAN DOCTORS' HOSPITAL AND COLLEGE, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"J. C. Aquino Avenue, Butuan City","Maria Katrina M. Estacio, M.d.",(085) 342-9498,reg_butuandoc@yahoo.com.ph,Housekeeping NC II,1,30,36
"BUTUAN DOCTORS' HOSPITAL AND COLLEGE, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"J. C. Aquino Avenue, Butuan City","Maria Katrina M. Estacio, M.d.",(085) 342-9498,reg_butuandoc@yahoo.com.ph,Housekeeping NC II,1,10,18
"CANDELARIA INSTITUTE OF TECHNOLOGY OF CABADBARAN, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Funcion Street, Cabadbaran City",Emmie V. Yanong,(085) 343-0176,citci.tekvoc@gmail.com,Bread and Pastry Production NC II,1,26,38
"CANDELARIA INSTITUTE OF TECHNOLOGY OF CABADBARAN, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Funcion Street, Cabadbaran City",Emmie V. Yanong,(085) 343-0176,citci.tekvoc@gmail.com,Computer Systems Servicing NC II,1,30,42
"CANDELARIA INSTITUTE OF TECHNOLOGY OF CABADBARAN, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Funcion Street, Cabadbaran City",Emmie V. Yanong,(085) 343-0176,citci.tekvoc@gmail.com,Computer Systems Servicing NC II,1,30,22
"CANDELARIA INSTITUTE OF TECHNOLOGY OF CABADBARAN, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Funcion Street, Cabadbaran City",Emmie V. Yanong,(085) 343-0176,citci.tekvoc@gmail.com,Driving NC II,1,25,17
"CANDELARIA INSTITUTE OF TECHNOLOGY OF CABADBARAN, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Funcion Street, Cabadbaran City",Emmie V. Yanong,(085) 343-0176,citci.tekvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,9,6
"CANDELARIA INSTITUTE OF TECHNOLOGY OF CABADBARAN, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Funcion Street, Cabadbaran City",Emmie V. Yanong,(085) 343-0176,citci.tekvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,39,39
"CANDELARIA INSTITUTE OF TECHNOLOGY OF CABADBARAN, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Funcion Street, Cabadbaran City",Emmie V. Yanong,(085) 343-0176,citci.tekvoc@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,18,18
CARAGA STATE UNIVERSITY,State University and Colleges (SUC),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Ampayon, Butuan City",Carla Mari B. Nabio,341-2296,csucaa.tesda@gmail.com,Agricultural Crops Production NC II,1,56,59
CARAGA STATE UNIVERSITY,State University and Colleges (SUC),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Ampayon, Butuan City",Carla Mari B. Nabio,341-2296,csucaa.tesda@gmail.com,Agricultural Crops Production NC III,1,42,42
"CENTER FOR HEALTHCARE PROFESSIONS-BUTUAN, INC.",TVI,Region XIII - CARAGA,Agusan del Norte,Butuan City,"3/f S & V Bldg., R. Calo Street, Butuan City",Mrs. Janet C. Vesagas,(085) 225-6849,chp_butuan09@yahoo.com,Caregiving NC II,1,10,10
"CENTER FOR HEALTHCARE PROFESSIONS-BUTUAN, INC.",TVI,Region XIII - CARAGA,Agusan del Norte,Butuan City,"3/f S & V Bldg., R. Calo Street, Butuan City",Mrs. Janet C. Vesagas,(085) 225-6849,chp_butuan09@yahoo.com,Caregiving NC II,1,20,20
COUNTRYFIELDS AGRITECH CENTER INC.,Farm School,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Purok 27-a, Km. 8, Tungao, Butuan City",Olegario B. Ayensa Jr.,09154150252,countryfieldsagritech.ac@gmail.com,Animal Production (Poultry-Chicken) NC II,1,13,13
E.M. NATURE FARMS INC.,Farm School,Region XIII - CARAGA,Agusan del Norte,Butuan City,"103 Mario Estacio Village Bayanihan Pob. (bgy. 27), Butuan City",Leizel C. Navarra,09518808799,emnaturefarms@gmail.com,Animal Production (Poultry-Chicken) NC II,1,20,20
E.M. NATURE FARMS INC.,Farm School,Region XIII - CARAGA,Agusan del Norte,Butuan City,"103 Mario Estacio Village Bayanihan Pob. (bgy. 27), Butuan City",Leizel C. Navarra,09518808799,emnaturefarms@gmail.com,Organic Agriculture Production NC II,1,14,13
"ELISA R. OCHOA MEMORIAL-NORTHERN MINDANAO SCHOOL OF MIDWIFERY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"702 San Jose Street, Butuan City",Dona N. Custodio,(085) 817-6857,eromnsmsm.inc@gmail.com,Caregiving NC II,1,17,17
"ELISA R. OCHOA MEMORIAL-NORTHERN MINDANAO SCHOOL OF MIDWIFERY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"702 San Jose Street, Butuan City",Dona N. Custodio,(085) 817-6857,eromnsmsm.inc@gmail.com,Caregiving NC II,1,18,18
"ELISA R. OCHOA MEMORIAL-NORTHERN MINDANAO SCHOOL OF MIDWIFERY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"702 San Jose Street, Butuan City",Dona N. Custodio,(085) 817-6857,eromnsmsm.inc@gmail.com,Caregiving NC II,1,10,10
GUG CARAGA SKILLS TRAINING CENTER (GCSTC) CORP.,TVI,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Crossing Barangay Tiniwisan, Butuan City",Gemelito U. Geloca,(085) 816-3664/ 0935-3951566,gug.cstc18@yahoo.com,Shielded Metal Arc Welding (SMAW) NC I,1,18,1
GUG CARAGA SKILLS TRAINING CENTER (GCSTC) CORP.,TVI,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Crossing Barangay Tiniwisan, Butuan City",Gemelito U. Geloca,(085) 816-3664/ 0935-3951566,gug.cstc18@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,40,34
GUG CARAGA SKILLS TRAINING CENTER (GCSTC) CORP.,TVI,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Crossing Barangay Tiniwisan, Butuan City",Gemelito U. Geloca,(085) 816-3664/ 0935-3951566,gug.cstc18@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,28,22
GUG CARAGA SKILLS TRAINING CENTER (GCSTC) CORP.,TVI,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Crossing Barangay Tiniwisan, Butuan City",Gemelito U. Geloca,(085) 816-3664/ 0935-3951566,gug.cstc18@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,1,29,29
GUIAS INTEGRATED FARM SCHOOL INC.,Farm School,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Purok 1, Nongnong, Butuan City",Sheila M. Maglines,09078156279,guiasintegratedfarm@gmail.com,Agricultural Crops Production NC I,1,59,65
GUIAS INTEGRATED FARM SCHOOL INC.,Farm School,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Purok 1, Nongnong, Butuan City",Sheila M. Maglines,09078156279,guiasintegratedfarm@gmail.com,Agricultural Crops Production NC I,1,20,20
GUIAS INTEGRATED FARM SCHOOL INC.,Farm School,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Purok 1, Nongnong, Butuan City",Sheila M. Maglines,09078156279,guiasintegratedfarm@gmail.com,Agricultural Crops Production NC II,1,109,118
GUIAS INTEGRATED FARM SCHOOL INC.,Farm School,Region XIII - CARAGA,Agusan del Norte,Butuan City,"Purok 1, Nongnong, Butuan City",Sheila M. Maglines,09078156279,guiasintegratedfarm@gmail.com,Agricultural Crops Production NC II,1,30,36
"MABAKAS TECHNO DEMO FARM, INC.",Farm School,Region XIII - CARAGA,Agusan del Norte,Jabonga,"Sitio Coro, Colorado, Jabonga, Agusan Del Norte",Sheilah Mae F. Arcala,0919-7740894,sheilahmaearcala@gmail.com,Organic Agriculture Production NC II,1,25,49
"MERCHANT MARINE ACADEMY OF CARAGA, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"North Montilla Boulevard, Barangay Ong- Yiu, Butuan City",Rex T. Jamen,(085) 817-0476/ 0917-1059644,mmacinc.2018@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,46,40
"MERCHANT MARINE ACADEMY OF CARAGA, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"North Montilla Boulevard, Barangay Ong- Yiu, Butuan City",Rex T. Jamen,(085) 817-0476/ 0917-1059644,mmacinc.2018@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,30,29
"NORTHERN MINDANAO COLLEGES, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Atega Street, Cabadbaran City",Michelle J. Monteclaro,343-0122,nmci1946presoffice@gmail.com,Food and Beverage Services NC II,1,25,15
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Carpentry NC II,1,48,48
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Carpentry NC II,1,10,10
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Carpentry NC II,1,30,30
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Driving NC II,1,20,20
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Driving NC II,1,27,25
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Driving NC II,1,20,17
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Driving NC II,1,10,10
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Food and Beverage Services NC II,1,10,7
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Food and Beverage Services NC II,1,29,24
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Food and Beverage Services NC II,1,30,24
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Food Processing NC II,1,5,1
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Masonry NC II,1,10,10
NORTHERN MINDANAO SCHOOL OF FISHERIES,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,Buenavista,"P-3 Brgy. Matabao, Buenavista, Agusan Del Norte",Dina B. Sibi,(085)808-1138,nmsf@tesda.gov.ph,Trainers Methodology Level I,1,15,14
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Automotive Servicing NC I,1,10,10
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Automotive Servicing NC I,1,20,20
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Automotive Servicing NC I,1,30,24
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Bread and Pastry Production NC II,1,19,22
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Computer Systems Servicing NC II,1,77,106
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Cookery NC II,1,38,40
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Cookery NC II,1,9,12
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Electrical Installation and Maintenance NC II,1,70,66
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Electrical Installation and Maintenance NC II,1,30,26
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Electrical Installation and Maintenance NC II,1,74,59
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Food and Beverage Services NC II,1,19,14
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Food and Beverage Services NC II,1,20,10
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Food and Beverage Services NC II,1,18,18
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Housekeeping NC II,1,20,22
"PHILIPPINE ELECTRONICS AND COMMUNICATION INSTITUTE OF TECHNOLOGY, INC.",Higer Education Institution (HEI),Region XIII - CARAGA,Agusan del Norte,Butuan City,"Imadejas Subdivision, Butuan City",Jay-ar C. Estreller,(085) 225-5543,pecit.tvet1983@gmail.com,Housekeeping NC II,1,9,11
PROVINCIAL TRAINING CENTER - AGUSAN DEL NORTE,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Government Center, Barangay 9, Cabadbaran City",Francis Junifer V. Maniego,(085)818-5329,ptc-adn@tesda.gov.ph,Cookery NC II,1,47,50
PROVINCIAL TRAINING CENTER - AGUSAN DEL NORTE,TESDA Technology Institution (TTI),Region XIII - CARAGA,Agusan del Norte,City of Cabadbaran,"Government Center, Barangay 9, Cabadbaran City",Francis Junifer V. Maniego,(085)818-5329,ptc-adn@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,60,57
